CODGEO;LIBGEO;AAV2020;LIBAAV2020;CATEAAV2020;DEP;REG
58102;Donzy;254;Cosne-Cours-sur-Loire;20;58;27
58103;Dornecy;383;Clamecy;20;58;27
58104;Dornes;122;Moulins;20;58;27
58105;Druy-Parigny;097;Nevers;20;58;27
58106;Dun-les-Places;000;Commune hors attraction des villes;30;58;27
58107;Dun-sur-Grandry;000;Commune hors attraction des villes;30;58;27
58108;Empury;279;Avallon;20;58;27
58109;Entrains-sur-Nohain;000;Commune hors attraction des villes;30;58;27
58110;Epiry;000;Commune hors attraction des villes;30;58;27
58111;Fâchin;000;Commune hors attraction des villes;30;58;27
58112;La Fermeté;097;Nevers;20;58;27
58113;Fertrève;097;Nevers;20;58;27
58114;Fléty;000;Commune hors attraction des villes;30;58;27
58115;Fleury-sur-Loire;097;Nevers;20;58;27
58116;Flez-Cuzy;383;Clamecy;20;58;27
58117;Fourchambault;097;Nevers;20;58;27
58118;Fours;000;Commune hors attraction des villes;30;58;27
58119;Frasnay-Reugny;097;Nevers;20;58;27
58120;Gâcogne;000;Commune hors attraction des villes;30;58;27
58121;Garchizy;097;Nevers;20;58;27
58122;Garchy;000;Commune hors attraction des villes;30;58;27
58123;Germenay;000;Commune hors attraction des villes;30;58;27
58124;Germigny-sur-Loire;097;Nevers;20;58;27
58125;Gien-sur-Cure;000;Commune hors attraction des villes;30;58;27
58126;Gimouille;097;Nevers;20;58;27
58127;Giry;097;Nevers;20;58;27
58128;Glux-en-Glenne;000;Commune hors attraction des villes;30;58;27
58129;Gouloux;000;Commune hors attraction des villes;30;58;27
58130;Grenois;383;Clamecy;20;58;27
58131;Guérigny;097;Nevers;20;58;27
58132;Guipy;000;Commune hors attraction des villes;30;58;27
58133;Héry;000;Commune hors attraction des villes;30;58;27
58134;Imphy;097;Nevers;20;58;27
58135;Isenay;000;Commune hors attraction des villes;30;58;27
58136;Jailly;000;Commune hors attraction des villes;30;58;27
58137;Lamenay-sur-Loire;370;Decize;20;58;27
58138;Langeron;097;Nevers;20;58;27
58139;Lanty;000;Commune hors attraction des villes;30;58;27
58140;Larochemillay;000;Commune hors attraction des villes;30;58;27
58141;Lavault-de-Frétoy;000;Commune hors attraction des villes;30;58;27
58142;Limanton;000;Commune hors attraction des villes;30;58;27
58143;Limon;097;Nevers;20;58;27
58144;Livry;097;Nevers;20;58;27
58145;Lormes;000;Commune hors attraction des villes;30;58;27
58146;Lucenay-lès-Aix;122;Moulins;20;58;27
58147;Lurcy-le-Bourg;097;Nevers;20;58;27
58148;Luthenay-Uxeloup;097;Nevers;20;58;27
58149;Luzy;000;Commune hors attraction des villes;30;58;27
58150;Lys;383;Clamecy;20;58;27
58151;La Machine;370;Decize;20;58;27
58152;Magny-Cours;097;Nevers;20;58;27
58153;Magny-Lormes;000;Commune hors attraction des villes;30;58;27
58154;La Maison-Dieu;383;Clamecy;20;58;27
58155;La Marche;097;Nevers;20;58;27
58156;Marcy;000;Commune hors attraction des villes;30;58;27
58157;Marigny-l'Église;279;Avallon;20;58;27
58158;Mars-sur-Allier;097;Nevers;20;58;27
58159;Marigny-sur-Yonne;000;Commune hors attraction des villes;30;58;27
58160;Marzy;097;Nevers;20;58;27
58161;Maux;000;Commune hors attraction des villes;30;58;27
58162;Menestreau;000;Commune hors attraction des villes;30;58;27
58163;Menou;383;Clamecy;20;58;27
58164;Mesves-sur-Loire;563;La Charité-sur-Loire;20;58;27
58165;Metz-le-Comte;383;Clamecy;20;58;27
58166;Mhère;000;Commune hors attraction des villes;30;58;27
58168;Millay;000;Commune hors attraction des villes;30;58;27
58169;Moissy-Moulinot;000;Commune hors attraction des villes;30;58;27
58170;Monceaux-le-Comte;000;Commune hors attraction des villes;30;58;27
58171;Montapas;000;Commune hors attraction des villes;30;58;27
58172;Montambert;000;Commune hors attraction des villes;30;58;27
58173;Montaron;000;Commune hors attraction des villes;30;58;27
58174;Montenoison;000;Commune hors attraction des villes;30;58;27
58175;Mont-et-Marré;000;Commune hors attraction des villes;30;58;27
58176;Montigny-aux-Amognes;097;Nevers;20;58;27
58177;Montigny-en-Morvan;000;Commune hors attraction des villes;30;58;27
58178;Montigny-sur-Canne;000;Commune hors attraction des villes;30;58;27
58179;Montreuillon;000;Commune hors attraction des villes;30;58;27
58180;Montsauche-les-Settons;000;Commune hors attraction des villes;30;58;27
58181;Moraches;000;Commune hors attraction des villes;30;58;27
58182;Moulins-Engilbert;000;Commune hors attraction des villes;30;58;27
58183;Mouron-sur-Yonne;000;Commune hors attraction des villes;30;58;27
58184;Moussy;000;Commune hors attraction des villes;30;58;27
58185;Moux-en-Morvan;000;Commune hors attraction des villes;30;58;27
58186;Murlin;097;Nevers;20;58;27
58187;Myennes;254;Cosne-Cours-sur-Loire;20;58;27
58188;Nannay;000;Commune hors attraction des villes;30;58;27
58189;Narcy;000;Commune hors attraction des villes;30;58;27
58190;Neuffontaines;000;Commune hors attraction des villes;30;58;27
58191;Neuilly;000;Commune hors attraction des villes;30;58;27
58192;Neuville-lès-Decize;370;Decize;20;58;27
58193;Neuvy-sur-Loire;254;Cosne-Cours-sur-Loire;20;58;27
58194;Nevers;097;Nevers;11;58;27
58195;La Nocle-Maulaix;000;Commune hors attraction des villes;30;58;27
58196;Nolay;097;Nevers;20;58;27
58197;Nuars;000;Commune hors attraction des villes;30;58;27
58198;Oisy;383;Clamecy;20;58;27
58199;Onlay;000;Commune hors attraction des villes;30;58;27
58200;Ouagne;383;Clamecy;20;58;27
58201;Oudan;383;Clamecy;20;58;27
58202;Ougny;000;Commune hors attraction des villes;30;58;27
58203;Oulon;000;Commune hors attraction des villes;30;58;27
58204;Vaux d'Amognes;097;Nevers;20;58;27
58205;Ouroux-en-Morvan;000;Commune hors attraction des villes;30;58;27
58206;Parigny-la-Rose;383;Clamecy;20;58;27
58207;Parigny-les-Vaux;097;Nevers;20;58;27
58208;Pazy;000;Commune hors attraction des villes;30;58;27
58209;Perroy;000;Commune hors attraction des villes;30;58;27
58210;Planchez;000;Commune hors attraction des villes;30;58;27
58211;Poil;239;Autun;20;58;27
58212;Poiseux;097;Nevers;20;58;27
58213;Pougny;254;Cosne-Cours-sur-Loire;20;58;27
58214;Pougues-les-Eaux;097;Nevers;20;58;27
58215;Pouilly-sur-Loire;254;Cosne-Cours-sur-Loire;20;58;27
58216;Pouques-Lormes;000;Commune hors attraction des villes;30;58;27
58217;Pousseaux;383;Clamecy;20;58;27
58218;Prémery;097;Nevers;20;58;27
58219;Préporché;000;Commune hors attraction des villes;30;58;27
58220;Raveau;097;Nevers;20;58;27
58221;Rémilly;000;Commune hors attraction des villes;30;58;27
58222;Rix;383;Clamecy;20;58;27
58223;Rouy;097;Nevers;20;58;27
58224;Ruages;000;Commune hors attraction des villes;30;58;27
58225;Saincaize-Meauce;097;Nevers;20;58;27
58226;Saint-Agnan;000;Commune hors attraction des villes;30;58;27
58227;Saint-Amand-en-Puisaye;000;Commune hors attraction des villes;30;58;27
58228;Saint-Andelain;254;Cosne-Cours-sur-Loire;20;58;27
58229;Saint-André-en-Morvan;279;Avallon;20;58;27
58230;Saint-Aubin-des-Chaumes;279;Avallon;20;58;27
58231;Saint-Aubin-les-Forges;097;Nevers;20;58;27
58232;Saint-Benin-d'Azy;097;Nevers;20;58;27
58233;Saint-Benin-des-Bois;097;Nevers;20;58;27
58234;Saint-Bonnot;097;Nevers;20;58;27
58235;Saint-Brisson;000;Commune hors attraction des villes;30;58;27
58236;Sainte-Colombe-des-Bois;254;Cosne-Cours-sur-Loire;20;58;27
58237;Saint-Didier;383;Clamecy;20;58;27
58238;Saint-Éloi;097;Nevers;20;58;27
58239;Saint-Firmin;097;Nevers;20;58;27
58240;Saint-Franchy;000;Commune hors attraction des villes;30;58;27
58241;Saint-Germain-Chassenay;370;Decize;20;58;27
58242;Saint-Germain-des-Bois;383;Clamecy;20;58;27
58243;Saint-Gratien-Savigny;000;Commune hors attraction des villes;30;58;27
58244;Saint-Hilaire-en-Morvan;000;Commune hors attraction des villes;30;58;27
58245;Saint-Hilaire-Fontaine;514;Bourbon-Lancy;20;58;27
58246;Saint-Honoré-les-Bains;000;Commune hors attraction des villes;30;58;27
58247;Saint-Jean-aux-Amognes;097;Nevers;20;58;27
58248;Saint-Laurent-l'Abbaye;254;Cosne-Cours-sur-Loire;20;58;27
58249;Saint-Léger-de-Fougeret;000;Commune hors attraction des villes;30;58;27
58250;Saint-Léger-des-Vignes;370;Decize;12;58;27
58251;Saint-Loup-des-Bois;254;Cosne-Cours-sur-Loire;20;58;27
58252;Saint-Malo-en-Donziois;000;Commune hors attraction des villes;30;58;27
58253;Sainte-Marie;097;Nevers;20;58;27
58254;Saint-Martin-d'Heuille;097;Nevers;20;58;27
58255;Saint-Martin-du-Puy;279;Avallon;20;58;27
58256;Saint-Martin-sur-Nohain;254;Cosne-Cours-sur-Loire;20;58;27
58257;Saint-Maurice;000;Commune hors attraction des villes;30;58;27
58258;Saint-Ouen-sur-Loire;097;Nevers;20;58;27
58259;Saint-Parize-en-Viry;000;Commune hors attraction des villes;30;58;27
58260;Saint-Parize-le-Châtel;097;Nevers;20;58;27
58261;Saint-Père;254;Cosne-Cours-sur-Loire;20;58;27
58262;Saint-Péreuse;000;Commune hors attraction des villes;30;58;27
58263;Saint-Pierre-du-Mont;383;Clamecy;20;58;27
58264;Saint-Pierre-le-Moûtier;097;Nevers;20;58;27
58265;Saint-Quentin-sur-Nohain;254;Cosne-Cours-sur-Loire;20;58;27
58266;Saint-Révérien;000;Commune hors attraction des villes;30;58;27
58267;Saint-Saulge;000;Commune hors attraction des villes;30;58;27
58268;Saint-Seine;000;Commune hors attraction des villes;30;58;27
58269;Saint-Sulpice;097;Nevers;20;58;27
58270;Saint-Vérain;254;Cosne-Cours-sur-Loire;20;58;27
58271;Saizy;000;Commune hors attraction des villes;30;58;27
58272;Sardy-lès-Épiry;000;Commune hors attraction des villes;30;58;27
58273;Sauvigny-les-Bois;097;Nevers;20;58;27
58274;Savigny-Poil-Fol;000;Commune hors attraction des villes;30;58;27
58275;Saxi-Bourdon;097;Nevers;20;58;27
58276;Sémelay;000;Commune hors attraction des villes;30;58;27
58277;Sermages;000;Commune hors attraction des villes;30;58;27
58278;Sermoise-sur-Loire;097;Nevers;20;58;27
58279;Sichamps;097;Nevers;20;58;27
58280;Sougy-sur-Loire;097;Nevers;20;58;27
58281;Suilly-la-Tour;254;Cosne-Cours-sur-Loire;20;58;27
58282;Surgy;383;Clamecy;20;58;27
58283;Taconnay;000;Commune hors attraction des villes;30;58;27
58284;Talon;383;Clamecy;20;58;27
58285;Tamnay-en-Bazois;000;Commune hors attraction des villes;30;58;27
58286;Tannay;383;Clamecy;20;58;27
58287;Tazilly;000;Commune hors attraction des villes;30;58;27
58288;Teigny;383;Clamecy;20;58;27
58289;Ternant;000;Commune hors attraction des villes;30;58;27
58290;Thaix;000;Commune hors attraction des villes;30;58;27
58291;Thianges;097;Nevers;20;58;27
58292;Tintury;000;Commune hors attraction des villes;30;58;27
58293;Toury-Lurcy;370;Decize;20;58;27
58294;Toury-sur-Jour;122;Moulins;20;58;27
58295;Tracy-sur-Loire;254;Cosne-Cours-sur-Loire;20;58;27
58296;Tresnay;122;Moulins;20;58;27
58297;Trois-Vèvres;097;Nevers;20;58;27
58298;Tronsanges;097;Nevers;20;58;27
58299;Trucy-l'Orgueilleux;383;Clamecy;20;58;27
58300;Urzy;097;Nevers;20;58;27
58301;Vandenesse;000;Commune hors attraction des villes;30;58;27
58302;Varennes-lès-Narcy;097;Nevers;20;58;27
58303;Varennes-Vauzelles;097;Nevers;12;58;27
58304;Varzy;383;Clamecy;20;58;27
58305;Vauclaix;000;Commune hors attraction des villes;30;58;27
58306;Verneuil;370;Decize;20;58;27
58307;Vielmanay;000;Commune hors attraction des villes;30;58;27
58308;Vignol;383;Clamecy;20;58;27
58309;Villapourçon;000;Commune hors attraction des villes;30;58;27
58310;Villiers-le-Sec;383;Clamecy;20;58;27
58311;Ville-Langy;097;Nevers;20;58;27
58312;Villiers-sur-Yonne;383;Clamecy;20;58;27
58313;Vitry-Laché;000;Commune hors attraction des villes;30;58;27
70001;Abelcourt;259;Luxeuil-les-Bains;20;70;27
70002;Aboncourt-Gesincourt;138;Vesoul;20;70;27
70003;Achey;276;Gray;20;70;27
70004;Adelans-et-le-Val-de-Bithaine;291;Lure;20;70;27
70005;Aillevans;000;Commune hors attraction des villes;30;70;27
70006;Aillevillers-et-Lyaumont;259;Luxeuil-les-Bains;20;70;27
70007;Ailloncourt;259;Luxeuil-les-Bains;20;70;27
70008;Ainvelle;626;Saint-Loup-sur-Semouse;20;70;27
70009;Aisey-et-Richecourt;000;Commune hors attraction des villes;30;70;27
70010;Alaincourt;000;Commune hors attraction des villes;30;70;27
70011;Amage;259;Luxeuil-les-Bains;20;70;27
70012;Amance;138;Vesoul;20;70;27
70013;Ambiévillers;000;Commune hors attraction des villes;30;70;27
70014;Amblans-et-Velotte;291;Lure;20;70;27
70015;Amoncourt;138;Vesoul;20;70;27
70016;Amont-et-Effreney;259;Luxeuil-les-Bains;20;70;27
70017;Anchenoncourt-et-Chazel;000;Commune hors attraction des villes;30;70;27
70018;Ancier;276;Gray;20;70;27
70019;Andelarre;138;Vesoul;20;70;27
70020;Andelarrot;138;Vesoul;20;70;27
70021;Andornay;291;Lure;20;70;27
70022;Angirey;276;Gray;20;70;27
70023;Anjeux;626;Saint-Loup-sur-Semouse;20;70;27
70024;Apremont;276;Gray;20;70;27
70025;Arbecey;138;Vesoul;20;70;27
70026;Arc-lès-Gray;276;Gray;12;70;27
70027;Argillières;276;Gray;20;70;27
70028;Aroz;138;Vesoul;20;70;27
70029;Arpenans;291;Lure;20;70;27
70030;Arsans;276;Gray;20;70;27
70031;Athesans-Étroitefontaine;291;Lure;20;70;27
70032;Attricourt;028;Dijon;20;70;27
70035;Augicourt;138;Vesoul;20;70;27
70036;Aulx-lès-Cromary;045;Besançon;20;70;27
70037;Autet;276;Gray;20;70;27
70038;Authoison;045;Besançon;20;70;27
70039;Autoreille;045;Besançon;20;70;27
70040;Autrey-lès-Cerre;138;Vesoul;20;70;27
70041;Autrey-lès-Gray;276;Gray;20;70;27
70042;Autrey-le-Vay;000;Commune hors attraction des villes;30;70;27
70043;Auvet-et-la-Chapelotte;276;Gray;20;70;27
70044;Auxon;138;Vesoul;20;70;27
70045;Avrigney-Virey;045;Besançon;20;70;27
70046;Les Aynans;291;Lure;20;70;27
70047;Baignes;138;Vesoul;20;70;27
70048;Bard-lès-Pesmes;045;Besançon;20;70;27
70049;Barges;000;Commune hors attraction des villes;30;70;27
70050;La Barre;045;Besançon;20;70;27
70051;La Basse-Vaivre;000;Commune hors attraction des villes;30;70;27
70052;Bassigney;626;Saint-Loup-sur-Semouse;20;70;27
70053;Les Bâties;138;Vesoul;20;70;27
70054;Battrans;276;Gray;20;70;27
70055;Baudoncourt;259;Luxeuil-les-Bains;20;70;27
70056;Baulay;138;Vesoul;20;70;27
70057;Bay;045;Besançon;20;70;27
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;276;Gray;20;70;27
70059;Beaumotte-Aubertans;045;Besançon;20;70;27
70060;Beaumotte-lès-Pin;045;Besançon;20;70;27
70061;Belfahy;086;Belfort;20;70;27
70062;Belmont;291;Lure;20;70;27
70063;Belonchamp;291;Lure;20;70;27
70064;Belverne;061;Montbéliard;20;70;27
70065;Besnans;045;Besançon;20;70;27
70066;Betaucourt;000;Commune hors attraction des villes;30;70;27
70067;Betoncourt-lès-Brotte;138;Vesoul;20;70;27
70069;Betoncourt-Saint-Pancras;000;Commune hors attraction des villes;30;70;27
70070;Betoncourt-sur-Mance;000;Commune hors attraction des villes;30;70;27
70071;Beulotte-Saint-Laurent;000;Commune hors attraction des villes;30;70;27
70072;Beveuge;000;Commune hors attraction des villes;30;70;27
70074;Blondefontaine;000;Commune hors attraction des villes;30;70;27
70075;Bonboillon;045;Besançon;20;70;27
70076;Bonnevent-Velloreille;045;Besançon;20;70;27
70077;Borey;138;Vesoul;20;70;27
70078;Bougey;138;Vesoul;20;70;27
70079;Bougnon;138;Vesoul;20;70;27
70080;Bouhans-et-Feurg;276;Gray;20;70;27
70081;Bouhans-lès-Lure;291;Lure;20;70;27
70082;Bouhans-lès-Montbozon;000;Commune hors attraction des villes;30;70;27
70083;Bouligney;626;Saint-Loup-sur-Semouse;20;70;27
70084;Boulot;045;Besançon;20;70;27
70085;Boult;045;Besançon;20;70;27
70086;Bourbévelle;000;Commune hors attraction des villes;30;70;27
70087;Bourguignon-lès-Conflans;138;Vesoul;20;70;27
70088;Bourguignon-lès-la-Charité;138;Vesoul;20;70;27
70089;Bourguignon-lès-Morey;138;Vesoul;20;70;27
70090;Boursières;138;Vesoul;20;70;27
70091;Bousseraucourt;000;Commune hors attraction des villes;30;70;27
70092;Bresilley;045;Besançon;20;70;27
70093;Breuches;259;Luxeuil-les-Bains;20;70;27
70094;Breuchotte;259;Luxeuil-les-Bains;20;70;27
70095;Breurey-lès-Faverney;138;Vesoul;20;70;27
70096;Brevilliers;086;Belfort;20;70;27
70097;Briaucourt;259;Luxeuil-les-Bains;20;70;27
70098;Brotte-lès-Luxeuil;138;Vesoul;20;70;27
70099;Brotte-lès-Ray;276;Gray;20;70;27
70100;Broye-les-Loups-et-Verfontaine;276;Gray;20;70;27
70101;Broye-Aubigney-Montseugny;276;Gray;20;70;27
70102;Brussey;045;Besançon;20;70;27
70103;La Bruyère;259;Luxeuil-les-Bains;20;70;27
70104;Bucey-lès-Gy;045;Besançon;20;70;27
70105;Bucey-lès-Traves;138;Vesoul;20;70;27
70106;Buffignécourt;138;Vesoul;20;70;27
70107;Bussières;045;Besançon;20;70;27
70109;Buthiers;045;Besançon;20;70;27
70111;Calmoutier;138;Vesoul;20;70;27
70112;Cemboing;000;Commune hors attraction des villes;30;70;27
70113;Cenans;045;Besançon;20;70;27
70114;Cendrecourt;000;Commune hors attraction des villes;30;70;27
70115;Cerre-lès-Noroy;138;Vesoul;20;70;27
70116;Chagey;086;Belfort;20;70;27
70117;Châlonvillars;086;Belfort;20;70;27
70118;Chambornay-lès-Bellevaux;045;Besançon;20;70;27
70119;Chambornay-lès-Pin;045;Besançon;20;70;27
70120;Champagney;086;Belfort;20;70;27
70121;Champey;061;Montbéliard;20;70;27
70122;Champlitte;276;Gray;20;70;27
70124;Champtonnay;276;Gray;20;70;27
70125;Champvans;276;Gray;20;70;27
70126;Chancey;045;Besançon;20;70;27
70127;Chantes;138;Vesoul;20;70;27
70128;La Chapelle-lès-Luxeuil;259;Luxeuil-les-Bains;20;70;27
70129;La Chapelle-Saint-Quillain;045;Besançon;20;70;27
70130;Charcenne;045;Besançon;20;70;27
70132;Chargey-lès-Gray;276;Gray;20;70;27
70133;Chargey-lès-Port;138;Vesoul;20;70;27
70134;Chariez;138;Vesoul;20;70;27
70135;Charmes-Saint-Valbert;000;Commune hors attraction des villes;30;70;27
70136;Charmoille;138;Vesoul;20;70;27
70137;Chassey-lès-Montbozon;138;Vesoul;20;70;27
70138;Chassey-lès-Scey;138;Vesoul;20;70;27
70140;Châteney;138;Vesoul;20;70;27
70141;Châtenois;138;Vesoul;20;70;27
70142;Chaumercenne;045;Besançon;20;70;27
70143;Chauvirey-le-Châtel;138;Vesoul;20;70;27
70144;Chauvirey-le-Vieil;138;Vesoul;20;70;27
70145;Chaux-la-Lotière;045;Besançon;20;70;27
70146;Chaux-lès-Port;138;Vesoul;20;70;27
70147;Chavanne;061;Montbéliard;20;70;27
70148;Chemilly;138;Vesoul;20;70;27
70149;Chenebier;086;Belfort;20;70;27
70150;Chenevrey-et-Morogne;045;Besançon;20;70;27
70151;Chevigney;045;Besançon;20;70;27
70152;Choye;045;Besançon;20;70;27
70153;Cintrey;000;Commune hors attraction des villes;30;70;27
70154;Cirey;045;Besançon;20;70;27
70155;Citers;259;Luxeuil-les-Bains;20;70;27
70156;Citey;276;Gray;20;70;27
70157;Clairegoutte;061;Montbéliard;20;70;27
70158;Clans;138;Vesoul;20;70;27
70159;Cognières;000;Commune hors attraction des villes;30;70;27
70160;Coisevaux;061;Montbéliard;20;70;27
70162;Colombe-lès-Vesoul;138;Vesoul;20;70;27
70163;Colombier;138;Vesoul;20;70;27
70164;Colombotte;138;Vesoul;20;70;27
70165;Combeaufontaine;138;Vesoul;20;70;27
70166;Comberjon;138;Vesoul;20;70;27
70167;Conflandey;138;Vesoul;20;70;27
70168;Conflans-sur-Lanterne;000;Commune hors attraction des villes;30;70;27
70169;Confracourt;138;Vesoul;20;70;27
70170;Contréglise;138;Vesoul;20;70;27
70171;Corbenay;259;Luxeuil-les-Bains;20;70;27
70172;La Corbière;259;Luxeuil-les-Bains;20;70;27
70174;Cordonnet;045;Besançon;20;70;27
70175;Cornot;138;Vesoul;20;70;27
70176;Corravillers;259;Luxeuil-les-Bains;20;70;27
70177;Corre;000;Commune hors attraction des villes;30;70;27
70178;La Côte;291;Lure;20;70;27
70179;Coulevon;138;Vesoul;20;70;27
70180;Courchaton;061;Montbéliard;20;70;27
70181;Courcuire;045;Besançon;20;70;27
70182;Courmont;061;Montbéliard;20;70;27
70183;Courtesoult-et-Gatey;276;Gray;20;70;27
70184;Couthenans;061;Montbéliard;20;70;27
70185;Cresancey;276;Gray;20;70;27
70186;La Creuse;138;Vesoul;20;70;27
70187;Crevans-et-la-Chapelle-lès-Granges;061;Montbéliard;20;70;27
70188;Creveney;138;Vesoul;20;70;27
70189;Cromary;045;Besançon;20;70;27
70190;Cubry-lès-Faverney;138;Vesoul;20;70;27
70192;Cugney;045;Besançon;20;70;27
70193;Cult;045;Besançon;20;70;27
70194;Cuve;626;Saint-Loup-sur-Semouse;20;70;27
70195;Dambenoît-lès-Colombe;138;Vesoul;20;70;27
70196;Dampierre-lès-Conflans;626;Saint-Loup-sur-Semouse;20;70;27
70197;Dampierre-sur-Linotte;138;Vesoul;20;70;27
70198;Dampierre-sur-Salon;276;Gray;20;70;27
70199;Dampvalley-lès-Colombe;138;Vesoul;20;70;27
70200;Dampvalley-Saint-Pancras;000;Commune hors attraction des villes;30;70;27
70201;Delain;276;Gray;20;70;27
70202;Demangevelle;000;Commune hors attraction des villes;30;70;27
70203;La Demie;138;Vesoul;20;70;27
70204;Denèvre;276;Gray;20;70;27
70205;Échavanne;086;Belfort;20;70;27
70206;Échenans-sous-Mont-Vaudois;086;Belfort;20;70;27
70207;Échenoz-la-Méline;138;Vesoul;20;70;27
70208;Échenoz-le-Sec;045;Besançon;20;70;27
70210;Écromagny;000;Commune hors attraction des villes;30;70;27
70211;Écuelle;276;Gray;20;70;27
70213;Éhuns;259;Luxeuil-les-Bains;20;70;27
70214;Équevilley;138;Vesoul;20;70;27
70215;Errevet;086;Belfort;20;70;27
70216;Esboz-Brest;259;Luxeuil-les-Bains;20;70;27
70217;Esmoulières;000;Commune hors attraction des villes;30;70;27
70218;Esmoulins;276;Gray;20;70;27
70219;Esprels;138;Vesoul;20;70;27
70220;Essertenne-et-Cecey;028;Dijon;20;70;27
70221;Étobon;061;Montbéliard;20;70;27
70222;Étrelles-et-la-Montbleuse;045;Besançon;20;70;27
70224;Étuz;045;Besançon;20;70;27
70225;Fahy-lès-Autrey;276;Gray;20;70;27
70226;Fallon;061;Montbéliard;20;70;27
70227;Faucogney-et-la-Mer;259;Luxeuil-les-Bains;20;70;27
70228;Faverney;138;Vesoul;20;70;27
70229;Faymont;061;Montbéliard;20;70;27
70230;Fédry;138;Vesoul;20;70;27
70231;Ferrières-lès-Ray;000;Commune hors attraction des villes;30;70;27
70232;Ferrières-lès-Scey;138;Vesoul;20;70;27
70233;Les Fessey;259;Luxeuil-les-Bains;20;70;27
70234;Filain;138;Vesoul;20;70;27
70235;Flagy;138;Vesoul;20;70;27
70236;Fleurey-lès-Faverney;138;Vesoul;20;70;27
70237;Fleurey-lès-Lavoncourt;000;Commune hors attraction des villes;30;70;27
70238;Fleurey-lès-Saint-Loup;259;Luxeuil-les-Bains;20;70;27
70239;Fondremand;045;Besançon;20;70;27
70240;Fontaine-lès-Luxeuil;259;Luxeuil-les-Bains;20;70;27
70242;Fontenois-la-Ville;000;Commune hors attraction des villes;30;70;27
70243;Fontenois-lès-Montbozon;000;Commune hors attraction des villes;30;70;27
70244;Fouchécourt;138;Vesoul;20;70;27
70245;Fougerolles-Saint-Valbert;259;Luxeuil-les-Bains;20;70;27
70247;Fouvent-Saint-Andoche;000;Commune hors attraction des villes;30;70;27
70248;Frahier-et-Chatebier;086;Belfort;20;70;27
70249;Francalmont;259;Luxeuil-les-Bains;20;70;27
70250;Franchevelle;291;Lure;20;70;27
70251;Francourt;000;Commune hors attraction des villes;30;70;27
70252;Framont;276;Gray;20;70;27
70253;Frasne-le-Château;045;Besançon;20;70;27
70254;Frédéric-Fontaine;061;Montbéliard;20;70;27
70255;Fresne-Saint-Mamès;138;Vesoul;20;70;27
70256;Fresse;000;Commune hors attraction des villes;30;70;27
70257;Fretigney-et-Velloreille;045;Besançon;20;70;27
70258;Froideconche;259;Luxeuil-les-Bains;12;70;27
70259;Froideterre;291;Lure;20;70;27
70260;Frotey-lès-Lure;291;Lure;20;70;27
70261;Frotey-lès-Vesoul;138;Vesoul;20;70;27
70262;Genevreuille;291;Lure;20;70;27
70263;Genevrey;138;Vesoul;20;70;27
70264;Georfans;000;Commune hors attraction des villes;30;70;27
70265;Germigney;276;Gray;20;70;27
70267;Gevigney-et-Mercey;000;Commune hors attraction des villes;30;70;27
70268;Gézier-et-Fontenelay;045;Besançon;20;70;27
70269;Girefontaine;000;Commune hors attraction des villes;30;70;27
70271;Gouhenans;291;Lure;20;70;27
70272;Gourgeon;138;Vesoul;20;70;27
70273;Grammont;000;Commune hors attraction des villes;30;70;27
70274;Grandecourt;138;Vesoul;20;70;27
70275;Grandvelle-et-le-Perrenot;045;Besançon;20;70;27
70276;Granges-la-Ville;061;Montbéliard;20;70;27
70277;Granges-le-Bourg;061;Montbéliard;20;70;27
70278;Grattery;138;Vesoul;20;70;27
70279;Gray;276;Gray;11;70;27
70280;Gray-la-Ville;276;Gray;12;70;27
70282;Gy;045;Besançon;20;70;27
70283;Haut-du-Them-Château-Lambert;451;Le Thillot;20;70;27
70284;Hautevelle;259;Luxeuil-les-Bains;20;70;27
70285;Héricourt;061;Montbéliard;20;70;27
70286;Hugier;045;Besançon;20;70;27
70287;Hurecourt;000;Commune hors attraction des villes;30;70;27
70288;Hyet;045;Besançon;20;70;27
70289;Igny;276;Gray;20;70;27
70290;Jasney;000;Commune hors attraction des villes;30;70;27
70291;Jonvelle;000;Commune hors attraction des villes;30;70;27
70292;Jussey;000;Commune hors attraction des villes;30;70;27
70293;Lambrey;138;Vesoul;20;70;27
70294;Lantenot;291;Lure;20;70;27
70295;La Lanterne-et-les-Armonts;291;Lure;20;70;27
70296;Larians-et-Munans;045;Besançon;20;70;27
70297;Larret;000;Commune hors attraction des villes;30;70;27
70298;Lavigney;138;Vesoul;20;70;27
70299;Lavoncourt;276;Gray;20;70;27
70301;Lieffrans;138;Vesoul;20;70;27
70302;Lieucourt;276;Gray;20;70;27
70303;Liévans;138;Vesoul;20;70;27
70304;Linexert;291;Lure;20;70;27
70305;Lœuilley;028;Dijon;20;70;27
70306;Lomont;061;Montbéliard;20;70;27
70307;Longevelle;291;Lure;20;70;27
70308;La Longine;259;Luxeuil-les-Bains;20;70;27
70309;Loulans-Verchamp;045;Besançon;20;70;27
70310;Lure;291;Lure;11;70;27
70311;Luxeuil-les-Bains;259;Luxeuil-les-Bains;11;70;27
70312;Luze;061;Montbéliard;20;70;27
70313;Lyoffans;291;Lure;20;70;27
70314;Magnivray;259;Luxeuil-les-Bains;20;70;27
