CODGEO;LIBGEO;AAV2020;LIBAAV2020;CATEAAV2020;DEP;REG
25282;Goux-les-Usiers;181;Pontarlier;20;25;27
25283;Goux-sous-Landet;045;Besançon;20;25;27
25284;Grand-Charmont;061;Montbéliard;12;25;27
25285;Grand'Combe-Châteleu;313;Morteau;20;25;27
25286;Grand'Combe-des-Bois;000;Commune hors attraction des villes;30;25;27
25287;Grandfontaine;045;Besançon;20;25;27
25288;Fournets-Luisans;313;Morteau;20;25;27
25289;Grandfontaine-sur-Creuse;438;Valdahon;20;25;27
25290;La Grange;000;Commune hors attraction des villes;30;25;27
25293;Granges-Narboz;181;Pontarlier;20;25;27
25295;Les Grangettes;181;Pontarlier;20;25;27
25296;Les Gras;313;Morteau;20;25;27
25297;Le Gratteris;045;Besançon;20;25;27
25298;Grosbois;045;Besançon;20;25;27
25299;Guillon-les-Bains;000;Commune hors attraction des villes;30;25;27
25300;Guyans-Durnes;000;Commune hors attraction des villes;30;25;27
25301;Guyans-Vennes;000;Commune hors attraction des villes;30;25;27
25303;Hauterive-la-Fresse;181;Pontarlier;20;25;27
25304;Hérimoncourt;061;Montbéliard;20;25;27
25305;L'Hôpital-du-Grosbois;045;Besançon;20;25;27
25306;L'Hôpital-Saint-Lieffroy;000;Commune hors attraction des villes;30;25;27
25307;Les Hôpitaux-Neufs;000;Commune hors attraction des villes;30;25;27
25308;Les Hôpitaux-Vieux;000;Commune hors attraction des villes;30;25;27
25309;Houtaud;181;Pontarlier;20;25;27
25310;Huanne-Montmartin;045;Besançon;20;25;27
25311;Hyémondans;061;Montbéliard;20;25;27
25312;Hyèvre-Magny;045;Besançon;20;25;27
25313;Hyèvre-Paroisse;000;Commune hors attraction des villes;30;25;27
25314;Indevillers;000;Commune hors attraction des villes;30;25;27
25315;L'Isle-sur-le-Doubs;061;Montbéliard;20;25;27
25316;Issans;061;Montbéliard;20;25;27
25317;Jallerange;045;Besançon;20;25;27
25318;Jougne;000;Commune hors attraction des villes;30;25;27
25320;Labergement-Sainte-Marie;000;Commune hors attraction des villes;30;25;27
25321;Villers-le-Lac;000;Commune hors attraction des villes;30;25;27
25322;Laire;061;Montbéliard;20;25;27
25323;Laissey;045;Besançon;20;25;27
25324;Lanans;000;Commune hors attraction des villes;30;25;27
25325;Landresse;000;Commune hors attraction des villes;30;25;27
25326;Lantenne-Vertière;045;Besançon;20;25;27
25327;Lanthenans;061;Montbéliard;20;25;27
25328;Larnod;045;Besançon;20;25;27
25329;Laval-le-Prieuré;313;Morteau;20;25;27
25330;Lavans-Quingey;045;Besançon;20;25;27
25331;Lavans-Vuillafans;438;Valdahon;20;25;27
25332;Lavernay;045;Besançon;20;25;27
25333;Laviron;000;Commune hors attraction des villes;30;25;27
25334;Levier;181;Pontarlier;20;25;27
25335;Liebvillers;061;Montbéliard;20;25;27
25336;Liesle;045;Besançon;20;25;27
25338;Lizine;045;Besançon;20;25;27
25339;Lods;181;Pontarlier;20;25;27
25340;Lombard;045;Besançon;20;25;27
25341;Lomont-sur-Crête;000;Commune hors attraction des villes;30;25;27
25342;Longechaux;438;Valdahon;20;25;27
25343;Longemaison;000;Commune hors attraction des villes;30;25;27
25344;Longevelle-lès-Russey;000;Commune hors attraction des villes;30;25;27
25345;Longevelle-sur-Doubs;061;Montbéliard;20;25;27
25346;Longeville;181;Pontarlier;20;25;27
25347;La Longeville;181;Pontarlier;20;25;27
25348;Longevilles-Mont-d'Or;000;Commune hors attraction des villes;30;25;27
25349;Loray;000;Commune hors attraction des villes;30;25;27
25350;Lougres;061;Montbéliard;20;25;27
25351;Le Luhier;313;Morteau;20;25;27
25354;Luxiol;000;Commune hors attraction des villes;30;25;27
25355;Magny-Châtelard;045;Besançon;20;25;27
25356;Maîche;379;Maîche;11;25;27
25357;Maisons-du-Bois-Lièvremont;181;Pontarlier;20;25;27
25359;Malans;045;Besançon;20;25;27
25360;Malbrans;045;Besançon;20;25;27
25361;Malbuisson;000;Commune hors attraction des villes;30;25;27
25362;Malpas;181;Pontarlier;20;25;27
25364;Mamirolle;045;Besançon;20;25;27
25365;Mancenans;061;Montbéliard;20;25;27
25366;Mancenans-Lizerne;379;Maîche;20;25;27
25367;Mandeure;061;Montbéliard;20;25;27
25368;Marchaux-Chaudefontaine;045;Besançon;20;25;27
25369;Marvelise;061;Montbéliard;20;25;27
25370;Mathay;061;Montbéliard;20;25;27
25371;Mazerolles-le-Salin;045;Besançon;20;25;27
25372;Médière;061;Montbéliard;20;25;27
25373;Le Mémont;313;Morteau;20;25;27
25374;Mercey-le-Grand;045;Besançon;20;25;27
25375;Les Monts-Ronds;045;Besançon;20;25;27
25376;Mérey-Vieilley;045;Besançon;20;25;27
25377;Mésandans;000;Commune hors attraction des villes;30;25;27
25378;Meslières;061;Montbéliard;20;25;27
25379;Mesmay;045;Besançon;20;25;27
25380;Métabief;000;Commune hors attraction des villes;30;25;27
25381;Miserey-Salines;045;Besançon;20;25;27
25382;Moncey;045;Besançon;20;25;27
25383;Moncley;045;Besançon;20;25;27
25384;Mondon;000;Commune hors attraction des villes;30;25;27
25385;Montagney-Servigney;000;Commune hors attraction des villes;30;25;27
25386;Montancy;000;Commune hors attraction des villes;30;25;27
25387;Montandon;379;Maîche;20;25;27
25388;Montbéliard;061;Montbéliard;11;25;27
25389;Montbéliardot;313;Morteau;20;25;27
25390;Montbenoît;181;Pontarlier;20;25;27
25391;Mont-de-Laval;000;Commune hors attraction des villes;30;25;27
25392;Mont-de-Vougney;379;Maîche;20;25;27
25393;Montécheroux;061;Montbéliard;20;25;27
25394;Montenois;061;Montbéliard;20;25;27
25395;Montfaucon;045;Besançon;20;25;27
25397;Montferrand-le-Château;045;Besançon;20;25;27
25398;Montflovin;181;Pontarlier;20;25;27
25400;Montgesoye;000;Commune hors attraction des villes;30;25;27
25401;Montivernage;000;Commune hors attraction des villes;30;25;27
25402;Montjoie-le-Château;000;Commune hors attraction des villes;30;25;27
25403;Montlebon;313;Morteau;12;25;27
25404;Montmahoux;181;Pontarlier;20;25;27
25405;Montperreux;181;Pontarlier;20;25;27
25406;Montrond-le-Château;045;Besançon;20;25;27
25408;Montussaint;000;Commune hors attraction des villes;30;25;27
25410;Morre;045;Besançon;20;25;27
25411;Morteau;313;Morteau;11;25;27
25413;Mouthe;000;Commune hors attraction des villes;30;25;27
25414;Le Moutherot;045;Besançon;20;25;27
25415;Mouthier-Haute-Pierre;181;Pontarlier;20;25;27
25416;Myon;045;Besançon;20;25;27
25417;Naisey-les-Granges;045;Besançon;20;25;27
25418;Nancray;045;Besançon;20;25;27
25419;Nans;000;Commune hors attraction des villes;30;25;27
25420;Nans-sous-Sainte-Anne;000;Commune hors attraction des villes;30;25;27
25421;Narbief;313;Morteau;20;25;27
25422;Neuchâtel-Urtière;061;Montbéliard;20;25;27
25424;Les Premiers Sapins;000;Commune hors attraction des villes;30;25;27
25425;Noël-Cerneux;313;Morteau;20;25;27
25426;Noirefontaine;000;Commune hors attraction des villes;30;25;27
25427;Noironte;045;Besançon;20;25;27
25428;Nommay;061;Montbéliard;20;25;27
25429;Novillars;045;Besançon;20;25;27
25430;Ollans;000;Commune hors attraction des villes;30;25;27
25431;Onans;061;Montbéliard;20;25;27
25432;Orchamps-Vennes;000;Commune hors attraction des villes;30;25;27
25433;Orgeans-Blanchefontaine;379;Maîche;20;25;27
25434;Ornans;045;Besançon;20;25;27
25435;Orsans;045;Besançon;20;25;27
25436;Orve;000;Commune hors attraction des villes;30;25;27
25437;Osse;045;Besançon;20;25;27
25438;Osselle-Routelle;045;Besançon;20;25;27
25439;Ougney-Douvot;045;Besançon;20;25;27
25440;Ouhans;181;Pontarlier;20;25;27
25441;Ouvans;000;Commune hors attraction des villes;30;25;27
25442;Oye-et-Pallet;181;Pontarlier;20;25;27
25443;Palantine;045;Besançon;20;25;27
25444;Palise;045;Besançon;20;25;27
25445;Paroy;045;Besançon;20;25;27
25446;Passavant;000;Commune hors attraction des villes;30;25;27
25447;Passonfontaine;438;Valdahon;20;25;27
25448;Pelousey;045;Besançon;20;25;27
25449;Péseux;000;Commune hors attraction des villes;30;25;27
25450;Pessans;045;Besançon;20;25;27
25451;Petite-Chaux;000;Commune hors attraction des villes;30;25;27
25452;Pierrefontaine-lès-Blamont;061;Montbéliard;20;25;27
25453;Pierrefontaine-les-Varans;000;Commune hors attraction des villes;30;25;27
25454;Pirey;045;Besançon;20;25;27
25455;Placey;045;Besançon;20;25;27
25456;Plaimbois-du-Miroir;313;Morteau;20;25;27
25457;Plaimbois-Vennes;000;Commune hors attraction des villes;30;25;27
25458;Les Plains-et-Grands-Essarts;379;Maîche;20;25;27
25459;La Planée;181;Pontarlier;20;25;27
25460;Le Val;045;Besançon;20;25;27
25461;Pompierre-sur-Doubs;000;Commune hors attraction des villes;30;25;27
25462;Pontarlier;181;Pontarlier;11;25;27
25463;Pont-de-Roide-Vermondans;061;Montbéliard;20;25;27
25464;Les Pontets;000;Commune hors attraction des villes;30;25;27
25465;Pont-les-Moulins;000;Commune hors attraction des villes;30;25;27
25466;Pouilley-Français;045;Besançon;20;25;27
25467;Pouilley-les-Vignes;045;Besançon;20;25;27
25468;Pouligney-Lusans;045;Besançon;20;25;27
25469;Présentevillers;061;Montbéliard;20;25;27
25470;La Prétière;061;Montbéliard;20;25;27
25471;Provenchère;000;Commune hors attraction des villes;30;25;27
25472;Puessans;000;Commune hors attraction des villes;30;25;27
25473;Pugey;045;Besançon;20;25;27
25474;Le Puy;045;Besançon;20;25;27
25475;Quingey;045;Besançon;20;25;27
25476;Rahon;000;Commune hors attraction des villes;30;25;27
25477;Rancenay;045;Besançon;20;25;27
25478;Randevillers;000;Commune hors attraction des villes;30;25;27
25479;Rang;061;Montbéliard;20;25;27
25481;Raynans;061;Montbéliard;20;25;27
25482;Recologne;045;Besançon;20;25;27
25483;Reculfoz;000;Commune hors attraction des villes;30;25;27
25485;Rémondans-Vaivre;061;Montbéliard;20;25;27
25486;Remoray-Boujeons;000;Commune hors attraction des villes;30;25;27
25487;Renédale;181;Pontarlier;20;25;27
25488;Rennes-sur-Loue;045;Besançon;20;25;27
25489;Reugney;000;Commune hors attraction des villes;30;25;27
25490;Rigney;045;Besançon;20;25;27
25491;Rignosot;045;Besançon;20;25;27
25492;Rillans;000;Commune hors attraction des villes;30;25;27
25493;La Rivière-Drugeon;181;Pontarlier;20;25;27
25494;Rochejean;000;Commune hors attraction des villes;30;25;27
25495;Roche-lez-Beaupré;045;Besançon;20;25;27
25496;Roche-lès-Clerval;045;Besançon;20;25;27
25497;Roches-lès-Blamont;061;Montbéliard;20;25;27
25498;Rognon;045;Besançon;20;25;27
25499;Romain;000;Commune hors attraction des villes;30;25;27
25500;Ronchaux;045;Besançon;20;25;27
25501;Rondefontaine;000;Commune hors attraction des villes;30;25;27
25502;Roset-Fluans;045;Besançon;20;25;27
25503;Rosières-sur-Barbèche;000;Commune hors attraction des villes;30;25;27
25504;Rosureux;000;Commune hors attraction des villes;30;25;27
25505;Rougemont;000;Commune hors attraction des villes;30;25;27
25506;Rougemontot;045;Besançon;20;25;27
25507;Rouhe;045;Besançon;20;25;27
25508;Roulans;045;Besançon;20;25;27
25510;Ruffey-le-Château;045;Besançon;20;25;27
25511;Rurey;045;Besançon;20;25;27
25512;Le Russey;313;Morteau;20;25;27
25513;Sainte-Anne;181;Pontarlier;20;25;27
25514;Saint-Antoine;000;Commune hors attraction des villes;30;25;27
25515;Sainte-Colombe;181;Pontarlier;20;25;27
25516;Saint-Georges-Armont;000;Commune hors attraction des villes;30;25;27
25517;Saint-Gorgon-Main;181;Pontarlier;20;25;27
25518;Saint-Hilaire;045;Besançon;20;25;27
25519;Saint-Hippolyte;000;Commune hors attraction des villes;30;25;27
25520;Saint-Juan;045;Besançon;20;25;27
25521;Saint-Julien-lès-Montbéliard;061;Montbéliard;20;25;27
25522;Saint-Julien-lès-Russey;000;Commune hors attraction des villes;30;25;27
25523;Sainte-Marie;061;Montbéliard;20;25;27
25524;Saint-Maurice-Colombier;061;Montbéliard;20;25;27
25525;Saint-Point-Lac;181;Pontarlier;20;25;27
25526;Sainte-Suzanne;061;Montbéliard;20;25;27
25527;Saint-Vit;045;Besançon;20;25;27
25528;Samson;045;Besançon;20;25;27
25529;Sancey;000;Commune hors attraction des villes;30;25;27
25532;Saône;045;Besançon;20;25;27
25533;Saraz;045;Besançon;20;25;27
25534;Sarrageois;000;Commune hors attraction des villes;30;25;27
25535;Saules;045;Besançon;20;25;27
25536;Sauvagney;045;Besançon;20;25;27
25537;Scey-Maisières;045;Besançon;20;25;27
25538;Séchin;045;Besançon;20;25;27
25539;Seloncourt;061;Montbéliard;20;25;27
25540;Semondans;061;Montbéliard;20;25;27
25541;Septfontaines;181;Pontarlier;20;25;27
25542;Serre-les-Sapins;045;Besançon;20;25;27
25544;Servin;000;Commune hors attraction des villes;30;25;27
25545;Silley-Amancey;000;Commune hors attraction des villes;30;25;27
25546;Silley-Bléfond;045;Besançon;20;25;27
25547;Sochaux;061;Montbéliard;12;25;27
25548;Solemont;061;Montbéliard;20;25;27
25549;Sombacour;181;Pontarlier;20;25;27
25550;La Sommette;000;Commune hors attraction des villes;30;25;27
25551;Soulce-Cernay;379;Maîche;20;25;27
25552;Sourans;061;Montbéliard;20;25;27
25553;Soye;061;Montbéliard;20;25;27
25554;Surmont;000;Commune hors attraction des villes;30;25;27
25555;Taillecourt;061;Montbéliard;20;25;27
25556;Tallans;045;Besançon;20;25;27
25557;Tallenay;045;Besançon;20;25;27
25558;Tarcenay-Foucherans;045;Besançon;20;25;27
25559;Thiébouhans;379;Maîche;20;25;27
25560;Thise;045;Besançon;20;25;27
25561;Thoraise;045;Besançon;20;25;27
25562;Thulay;061;Montbéliard;20;25;27
25563;Thurey-le-Mont;045;Besançon;20;25;27
25564;Torpes;045;Besançon;20;25;27
25565;Touillon-et-Loutelet;000;Commune hors attraction des villes;30;25;27
25566;La Tour-de-Sçay;045;Besançon;20;25;27
25567;Tournans;045;Besançon;20;25;27
25569;Trépot;045;Besançon;20;25;27
25570;Tressandans;000;Commune hors attraction des villes;30;25;27
25571;Trévillers;379;Maîche;20;25;27
25572;Trouvans;045;Besançon;20;25;27
25573;Urtière;379;Maîche;20;25;27
25574;Uzelle;000;Commune hors attraction des villes;30;25;27
25575;Vaire;045;Besançon;20;25;27
25578;Valdahon;438;Valdahon;11;25;27
25579;Val-de-Roulans;045;Besançon;20;25;27
25580;Valentigney;061;Montbéliard;12;25;27
25582;Valleroy;045;Besançon;20;25;27
25583;Valonne;000;Commune hors attraction des villes;30;25;27
25584;Valoreille;000;Commune hors attraction des villes;30;25;27
25586;Vandoncourt;061;Montbéliard;20;25;27
25588;Vaucluse;000;Commune hors attraction des villes;30;25;27
25589;Vauclusotte;000;Commune hors attraction des villes;30;25;27
25590;Vaudrivillers;000;Commune hors attraction des villes;30;25;27
25591;Vaufrey;000;Commune hors attraction des villes;30;25;27
25592;Vaux-et-Chantegrue;181;Pontarlier;20;25;27
25594;Velesmes-Essarts;045;Besançon;20;25;27
25595;Vellerot-lès-Belvoir;000;Commune hors attraction des villes;30;25;27
25596;Vellerot-lès-Vercel;000;Commune hors attraction des villes;30;25;27
25597;Vellevans;000;Commune hors attraction des villes;30;25;27
25598;Venise;045;Besançon;20;25;27
25599;Vennans;045;Besançon;20;25;27
25600;Vennes;000;Commune hors attraction des villes;30;25;27
25601;Vercel-Villedieu-le-Camp;438;Valdahon;12;25;27
25602;Vergranne;000;Commune hors attraction des villes;30;25;27
25604;Verne;000;Commune hors attraction des villes;30;25;27
25605;Vernierfontaine;438;Valdahon;20;25;27
25607;Vernois-lès-Belvoir;000;Commune hors attraction des villes;30;25;27
25608;Le Vernoy;061;Montbéliard;20;25;27
25609;Verrières-de-Joux;000;Commune hors attraction des villes;30;25;27
25611;La Vèze;045;Besançon;20;25;27
25612;Vieilley;045;Besançon;20;25;27
25613;Viéthorey;000;Commune hors attraction des villes;30;25;27
25614;Vieux-Charmont;061;Montbéliard;12;25;27
25615;Villars-lès-Blamont;061;Montbéliard;20;25;27
25616;Villars-Saint-Georges;045;Besançon;20;25;27
25617;Villars-sous-Dampjoux;061;Montbéliard;20;25;27
25618;Villars-sous-Écot;061;Montbéliard;20;25;27
25619;Les Villedieu;000;Commune hors attraction des villes;30;25;27
25620;Ville-du-Pont;181;Pontarlier;20;25;27
25621;Villeneuve-d'Amont;181;Pontarlier;20;25;27
25622;Villers-Buzon;045;Besançon;20;25;27
25623;Villers-Chief;438;Valdahon;20;25;27
25624;Villers-Grélot;045;Besançon;20;25;27
25625;Villers-la-Combe;438;Valdahon;20;25;27
25626;Villers-Saint-Martin;000;Commune hors attraction des villes;30;25;27
25627;Villers-sous-Chalamont;181;Pontarlier;20;25;27
25629;Voillans;000;Commune hors attraction des villes;30;25;27
25630;Voires;438;Valdahon;20;25;27
25631;Vorges-les-Pins;045;Besançon;20;25;27
25632;Voujeaucourt;061;Montbéliard;20;25;27
25633;Vuillafans;000;Commune hors attraction des villes;30;25;27
25634;Vuillecin;181;Pontarlier;20;25;27
25635;Vyt-lès-Belvoir;000;Commune hors attraction des villes;30;25;27
39001;Abergement-la-Ronce;134;Dole;20;39;27
39002;Abergement-le-Grand;579;Arbois;20;39;27
39003;Abergement-le-Petit;579;Arbois;20;39;27
39004;Abergement-lès-Thésy;633;Salins-les-Bains;20;39;27
39006;Aiglepierre;633;Salins-les-Bains;20;39;27
39007;Alièze;132;Lons-le-Saunier;20;39;27
39008;Amange;134;Dole;20;39;27
39009;Andelot-en-Montagne;338;Champagnole;20;39;27
39010;Andelot-Morval;000;Commune hors attraction des villes;30;39;27
39011;Annoire;134;Dole;20;39;27
39013;Arbois;579;Arbois;11;39;27
39014;Archelange;134;Dole;20;39;27
39015;Ardon;338;Champagnole;20;39;27
39016;Arinthod;000;Commune hors attraction des villes;30;39;27
39017;Arlay;132;Lons-le-Saunier;20;39;27
39018;Aromas;168;Oyonnax;20;39;27
39019;Les Arsures;579;Arbois;20;39;27
39020;Arsure-Arsurette;000;Commune hors attraction des villes;30;39;27
39021;La Chailleuse;132;Lons-le-Saunier;20;39;27
39022;Asnans-Beauvoisin;134;Dole;20;39;27
39024;Audelange;134;Dole;20;39;27
39025;Augea;132;Lons-le-Saunier;20;39;27
39026;Augerans;134;Dole;20;39;27
39027;Augisey;132;Lons-le-Saunier;20;39;27
39028;Aumont;500;Poligny;20;39;27
39029;Aumur;134;Dole;20;39;27
39030;Authume;134;Dole;20;39;27
39031;Auxange;045;Besançon;20;39;27
39032;Avignon-lès-Saint-Claude;319;Saint-Claude;12;39;27
39034;Balaiseaux;134;Dole;20;39;27
39035;Balanod;641;Saint-Amour;20;39;27
39037;Bans;134;Dole;20;39;27
39038;Barésia-sur-l'Ain;132;Lons-le-Saunier;20;39;27
39039;La Barre;045;Besançon;20;39;27
39040;Barretaine;500;Poligny;20;39;27
39041;Baume-les-Messieurs;132;Lons-le-Saunier;20;39;27
39042;Baverans;134;Dole;20;39;27
39043;Beaufort-Orbagna;132;Lons-le-Saunier;20;39;27
39045;Beffia;132;Lons-le-Saunier;20;39;27
39046;Bellecombe;319;Saint-Claude;20;39;27
39047;Bellefontaine;422;Hauts de Bienne;20;39;27
39048;Belmont;134;Dole;20;39;27
39049;Bersaillin;500;Poligny;20;39;27
39050;Besain;000;Commune hors attraction des villes;30;39;27
39051;Biarne;134;Dole;20;39;27
39052;Bief-des-Maisons;338;Champagnole;20;39;27
39053;Bief-du-Fourg;181;Pontarlier;20;39;27
39054;Biefmorin;500;Poligny;20;39;27
39055;Billecul;000;Commune hors attraction des villes;30;39;27
39056;Bletterans;132;Lons-le-Saunier;20;39;27
39057;Blois-sur-Seille;132;Lons-le-Saunier;20;39;27
39058;Blye;132;Lons-le-Saunier;20;39;27
39059;Bois-d'Amont;000;Commune hors attraction des villes;30;39;27
39060;Bois-de-Gand;132;Lons-le-Saunier;20;39;27
39061;Boissia;000;Commune hors attraction des villes;30;39;27
39062;La Boissière;000;Commune hors attraction des villes;30;39;27
39063;Bonlieu;000;Commune hors attraction des villes;30;39;27
39065;Bonnefontaine;132;Lons-le-Saunier;20;39;27
39066;Bornay;132;Lons-le-Saunier;20;39;27
39068;Les Bouchoux;319;Saint-Claude;20;39;27
39070;Bourg-de-Sirod;338;Champagnole;20;39;27
39072;Bracon;633;Salins-les-Bains;12;39;27
39073;Brainans;132;Lons-le-Saunier;20;39;27
39074;Brans;134;Dole;20;39;27
39076;La Bretenière;134;Dole;20;39;27
39077;Bretenières;134;Dole;20;39;27
39078;Brevans;134;Dole;20;39;27
39079;Briod;132;Lons-le-Saunier;20;39;27
39080;Broissia;080;Bourg-en-Bresse;20;39;27
39081;Buvilly;500;Poligny;20;39;27
39083;Censeau;000;Commune hors attraction des villes;30;39;27
39084;Cernans;633;Salins-les-Bains;20;39;27
39085;Cerniébaud;000;Commune hors attraction des villes;30;39;27
39086;Cernon;168;Oyonnax;20;39;27
39088;Cesancey;132;Lons-le-Saunier;20;39;27
39090;Chaînée-des-Coupis;134;Dole;20;39;27
39091;Les Chalesmes;338;Champagnole;20;39;27
39092;Chambéria;132;Lons-le-Saunier;20;39;27
39093;Chamblay;000;Commune hors attraction des villes;30;39;27
39094;Chamole;500;Poligny;20;39;27
39095;Champagne-sur-Loue;000;Commune hors attraction des villes;30;39;27
39096;Champagney;000;Commune hors attraction des villes;30;39;27
39097;Champagnole;338;Champagnole;11;39;27
39099;Champdivers;134;Dole;20;39;27
39100;Champrougier;132;Lons-le-Saunier;20;39;27
39101;Champvans;134;Dole;20;39;27
39102;Chancia;168;Oyonnax;20;39;27
39103;La Chapelle-sur-Furieuse;633;Salins-les-Bains;20;39;27
39104;Chapelle-Voland;132;Lons-le-Saunier;20;39;27
39105;Chapois;000;Commune hors attraction des villes;30;39;27
39106;Charchilla;000;Commune hors attraction des villes;30;39;27
39107;Charcier;000;Commune hors attraction des villes;30;39;27
39108;Charency;338;Champagnole;20;39;27
39109;Charézier;132;Lons-le-Saunier;20;39;27
39110;La Charme;000;Commune hors attraction des villes;30;39;27
39111;Charnod;168;Oyonnax;20;39;27
39112;La Chassagne;132;Lons-le-Saunier;20;39;27
39114;Château-Chalon;132;Lons-le-Saunier;20;39;27
39116;La Châtelaine;579;Arbois;20;39;27
39117;Chatelay;134;Dole;20;39;27
39118;Châtel-de-Joux;132;Lons-le-Saunier;20;39;27
39119;Le Chateley;500;Poligny;20;39;27
39120;Châtelneuf;338;Champagnole;20;39;27
39121;Châtenois;134;Dole;20;39;27
39122;Châtillon;132;Lons-le-Saunier;20;39;27
39124;Chaumergy;132;Lons-le-Saunier;20;39;27
39126;La Chaumusse;000;Commune hors attraction des villes;30;39;27
39127;Chaussenans;500;Poligny;20;39;27
39128;Chaussin;134;Dole;20;39;27
39129;Chaux-des-Crotenay;000;Commune hors attraction des villes;30;39;27
39130;Nanchez;319;Saint-Claude;20;39;27
39131;La Chaux-du-Dombief;000;Commune hors attraction des villes;30;39;27
39132;La Chaux-en-Bresse;132;Lons-le-Saunier;20;39;27
39133;Chaux-Champagny;633;Salins-les-Bains;20;39;27
39134;Chavéria;132;Lons-le-Saunier;20;39;27
39136;Chemenot;500;Poligny;20;39;27
39137;Saint-Hymetière-sur-Valouse;000;Commune hors attraction des villes;30;39;27
39138;Chemin;134;Dole;20;39;27
39139;Chêne-Bernard;000;Commune hors attraction des villes;30;39;27
39140;Chêne-Sec;000;Commune hors attraction des villes;30;39;27
39141;Chevigny;134;Dole;20;39;27
39142;Chevreaux;132;Lons-le-Saunier;20;39;27
39143;Chevrotaine;338;Champagnole;20;39;27
39145;Chille;132;Lons-le-Saunier;20;39;27
39146;Chilly-le-Vignoble;132;Lons-le-Saunier;20;39;27
39147;Chilly-sur-Salins;000;Commune hors attraction des villes;30;39;27
39149;Chissey-sur-Loue;000;Commune hors attraction des villes;30;39;27
39150;Choisey;134;Dole;20;39;27
39151;Choux;168;Oyonnax;20;39;27
39153;Cize;338;Champagnole;12;39;27
39154;Clairvaux-les-Lacs;000;Commune hors attraction des villes;30;39;27
39155;Clucy;633;Salins-les-Bains;20;39;27
39156;Cogna;000;Commune hors attraction des villes;30;39;27
39157;Coiserette;319;Saint-Claude;20;39;27
39159;Colonne;500;Poligny;20;39;27
39160;Commenailles;132;Lons-le-Saunier;20;39;27
39162;Condamine;132;Lons-le-Saunier;20;39;27
39163;Condes;168;Oyonnax;20;39;27
39164;Conliège;132;Lons-le-Saunier;20;39;27
39165;Conte;000;Commune hors attraction des villes;30;39;27
39166;Cornod;168;Oyonnax;20;39;27
39167;Cosges;132;Lons-le-Saunier;20;39;27
39168;Courbette;132;Lons-le-Saunier;20;39;27
39169;Courbouzon;132;Lons-le-Saunier;20;39;27
39170;Courlans;132;Lons-le-Saunier;20;39;27
39171;Courlaoux;132;Lons-le-Saunier;20;39;27
39172;Courtefontaine;045;Besançon;20;39;27
39173;Cousance;132;Lons-le-Saunier;20;39;27
39174;Coyrière;319;Saint-Claude;20;39;27
39175;Coyron;000;Commune hors attraction des villes;30;39;27
39176;Cramans;000;Commune hors attraction des villes;30;39;27
39177;Hauteroche;132;Lons-le-Saunier;20;39;27
39178;Crans;338;Champagnole;20;39;27
39179;Crenans;000;Commune hors attraction des villes;30;39;27
39180;Cressia;132;Lons-le-Saunier;20;39;27
39182;Crissey;134;Dole;20;39;27
39183;Crotenay;338;Champagnole;20;39;27
39184;Les Crozets;000;Commune hors attraction des villes;30;39;27
39185;Cuisia;132;Lons-le-Saunier;20;39;27
39187;Cuvier;000;Commune hors attraction des villes;30;39;27
39188;Dammartin-Marpain;134;Dole;20;39;27
39189;Damparis;134;Dole;20;39;27
39190;Dampierre;045;Besançon;20;39;27
39191;Darbonnay;500;Poligny;20;39;27
39192;Denezières;000;Commune hors attraction des villes;30;39;27
39193;Le Deschaux;134;Dole;20;39;27
39194;Desnes;132;Lons-le-Saunier;20;39;27
39196;Les Deux-Fays;132;Lons-le-Saunier;20;39;27
39197;Digna;132;Lons-le-Saunier;20;39;27
39198;Dole;134;Dole;11;39;27
39199;Domblans;132;Lons-le-Saunier;20;39;27
39200;Dompierre-sur-Mont;132;Lons-le-Saunier;20;39;27
39201;Doucier;000;Commune hors attraction des villes;30;39;27
39202;Dournon;633;Salins-les-Bains;20;39;27
39203;Doye;338;Champagnole;20;39;27
39204;Dramelay;000;Commune hors attraction des villes;30;39;27
39205;Éclans-Nenon;134;Dole;20;39;27
39206;Écleux;000;Commune hors attraction des villes;30;39;27
39207;Écrille;132;Lons-le-Saunier;20;39;27
39208;Entre-deux-Monts;000;Commune hors attraction des villes;30;39;27
39209;Val-d'Épy;080;Bourg-en-Bresse;20;39;27
39210;Équevillon;338;Champagnole;20;39;27
39211;Les Essards-Taignevaux;134;Dole;20;39;27
39214;Esserval-Tartre;000;Commune hors attraction des villes;30;39;27
39216;Étival;000;Commune hors attraction des villes;30;39;27
39217;L'Étoile;132;Lons-le-Saunier;20;39;27
39218;Étrepigney;045;Besançon;20;39;27
39219;Évans;045;Besançon;20;39;27
39220;Falletans;134;Dole;20;39;27
39221;La Favière;000;Commune hors attraction des villes;30;39;27
39222;Fay-en-Montagne;000;Commune hors attraction des villes;30;39;27
39223;La Ferté;579;Arbois;20;39;27
39225;Le Fied;132;Lons-le-Saunier;20;39;27
39227;Foncine-le-Bas;000;Commune hors attraction des villes;30;39;27
39228;Foncine-le-Haut;000;Commune hors attraction des villes;30;39;27
39229;Fontainebrux;132;Lons-le-Saunier;20;39;27
39230;Fontenu;338;Champagnole;20;39;27
39232;Fort-du-Plasne;000;Commune hors attraction des villes;30;39;27
39233;Foucherans;134;Dole;20;39;27
39234;Foulenay;132;Lons-le-Saunier;20;39;27
